prompt_id,prompt,prompt_category,vague_language,spelling_errors,answerable,complexity,expected_layout,expected_charts
25,Show me the incidents from last year with victim counts above fifteen.,filter,False,False,True,3,informative,"[""bar"", ""line""]"
26,Can you display all incidents involving Chinese perpetrators?,filter,False,False,True,1,focused,"[""bar"", ""point""]"
27,What are the cases where the location is somewhat unclear but the number of victims is stated?,filter,True,False,True,2,informative,"[""bar"", ""point""]"
28,Where do most of the incidents that happened in 2021 come from?,filter,False,False,True,1,focused,"[""geoshape""]"
29,Disaply data on trafficking cases that involve more than 20 victims.,filter,False,True,True,1,focused,"[""bar"", ""point""]"
30,List all incidents where the victims were nationals of India.,filter,False,False,True,1,informative,"[""bar"", ""point""]"
31,What incidents have victims from multiple countries?,filter,False,False,True,1,focused,"[""bar""]"
32,How many cases reperted low confidence?,filter,False,True,True,1,focused,"[""bar"", ""area""]"
33,Which locations have reported at least ten victims per case?,filter,False,False,True,2,informative,"[""bar"", ""geoshape""]"
34,What crimes involve perpetrators and victims of the same nationality?,filter,False,False,True,2,focused,"[""rect""]"
35,Display cases with extremely high numbers of victims.,filter,True,False,True,2,informative,"[""bar"", ""point""]"
36,Show me crimes that ocured in Southeast Asia involving forced labour.,filter,False,True,True,2,informative,"[""bar"", ""geoshape""]"
37,I need to see the distribution of incidents by country for sex trafficking cases.,filter,False,False,True,2,focused,"[""geoshape""]"
38,Which incidents from recent times can be considered major due to high victim count?,filter,True,False,True,3,focused,"[""bar"", ""line""]"
39,Provide details of exploitation events that occured after 2018.,filter,False,False,True,1,informative,"[""bar"", ""line""]"
40,For which nations do most of the victims of trafficking originate from South America?,filter,False,False,True,2,focused,"[""geoshape""]"
41,Victim nationalities in forced labour incidents?,filter,False,False,True,1,focused,"[""bar""]"
42,Incidents where more than five different nationalities involved and high confidence reported.,filter,False,False,True,4,informative,"[""bar"", ""rect""]"
43,How can incidents with perpetrators from the same country as victims be visualized?,filter,True,False,True,3,informative,"[""rect"", ""point""]"
44,Show trends for incidents involving Eastern European victims and their regions.,filter,False,False,True,3,informative,"[""line"", ""geoshape""]"
45,What is the chart for child trafficking cases?,filter,False,False,False,0,,[]
46,Do these reports detail legal outcomes for identified cases?,filter,False,False,False,1,,[]
47,What's the proportion of incidents where perpatrators and victims are from the same nation?,filter,False,False,True,2,focused,"[""arc""]"
48,Crimmes involving large groups over 50 people in Asia.,filter,False,True,True,1,focused,"[""bar"", ""rect""]"
49,Show the total number of human trafficking incidents reported.,compute derived value,False,False,True,0,focused,"[""bar""]"
50,Can you display the sum of victims involved in sex trafficking globally?,compute derived value,False,False,True,1,focused,"[""bar""]"
51,Generate a graph showing the average victim count for each type of crime reported.,compute derived value,False,False,True,1,informative,"[""bar""]"
52,How many different countries have reported incidents of human trafficking?,compute derived value,False,False,True,0,focused,"[""bar""]"
53,Show the distribution of trafficking incidents by perpetrator nationality.,compute derived value,False,False,True,1,informative,"[""bar""]"
54,What number of incident have repoted from East Europe?,compute derived value,False,True,True,1,focused,"[""bar""]"
55,Can make a chart of how many incidents were reported by each contry?,compute derived value,False,True,True,1,informative,"[""bar"", ""geoshape""]"
56,"I need to see the avrage of victims per incident, broken down by the type of crime.",compute derived value,False,True,True,2,informative,"[""bar""]"
57,A lot of incidents happen in South Asia?,compute derived value,True,False,True,1,focused,"[""bar""]"
58,It would be helpful to see the number of high confidence incidents.,compute derived value,True,False,True,1,focused,"[""bar""]"
59,"Recently, how many cases are there of trafficking in US?",compute derived value,True,False,True,2,focused,"[""line""]"
60,"I think there might be less sex trafficking incidents last year, can you confirm?",compute derived value,True,False,True,2,focused,"[""line""]"
61,Could you show which countries often report about victims from other places?,compute derived value,False,True,True,3,informative,"[""bar""]"
62,How often do incidents go unreported in certain regions?,compute derived value,False,False,False,1,,[]
63,List every incident of human trafficking by country.,compute derived value,False,False,False,1,,[]
64,Show me a breakdown of the perpetrater nationality in trafficking cases.,compute derived value,False,True,True,1,informative,"[""bar""]"
65,Estimate the number of sex trafficking cases per year,compute derived value,False,False,True,2,informative,"[""line""]"
66,Does the data show increase in victims from certain countries over time?,compute derived value,True,False,True,3,informative,"[""line""]"
67,Plot the total number of trafficking incident reported each month,compute derived value,False,False,True,2,focused,"[""line""]"
68,Graph the cumulative count of trafficking cases through current year.,compute derived value,False,False,True,2,focused,"[""area""]"
69,Calculate the average number of victims from Asia in records filed last month.,compute derived value,False,False,True,3,focused,"[""bar""]"
70,Show increase per year of trafficking cases involving children eligible for adoption.,compute derived value,False,False,False,2,,[]
71,"How many incident was there per region, can be verry useful for comparison.",compute derived value,True,True,True,2,informative,"[""bar""]"
72,How many times does victm nationality match with perpetrator nationality?,compute derived value,False,True,True,1,focused,"[""bar""]"
73,"Display on a map, the most common trafficking type by country.",compute derived value,False,False,True,4,informative,"[""geoshape""]"
74,Which country reported the highest number of trafficking incidents?,find extremum,False,False,True,1,focused,"[""bar"", ""geoshape""]"
75,What are the top 5 nations in terms of victims of forced labor?,find extremum,False,False,True,1,informative,"[""bar"", ""geoshape""]"
76,Plz show the regions with the largest numbers of human traffcking cases.,find extremum,False,True,True,1,focused,"[""bar""]"
77,Display the worst type of crime in terms of frequency.,find extremum,False,False,True,0,focused,"[""bar""]"
78,Highlight countries with a lot of reports of sex trafficking lately.,find extremum,True,False,True,3,informative,"[""bar"", ""line"", ""geoshape""]"
79,List the regions with the minimal cases of human trafficking this year.,find extremum,False,False,True,2,focused,"[""bar"", ""line""]"
80,Which nationality is most often victimized in human trafficking?,find extremum,False,False,True,1,focused,"[""bar""]"
81,"For redundancy, who are the perpetrators from the nation that abused the most?",find extremum,False,True,False,3,,[]
82,Show the country that has reported the most cases involving Vietnamese victims.,find extremum,False,False,True,3,focused,"[""bar"", ""geoshape""]"
83,Which region witnessed the highest crime rate?,find extremum,True,False,True,2,focused,"[""bar"", ""geoshape""]"
84,Top countries from where the perpetrators originate in trafficking cases?,find extremum,False,False,True,1,informative,"[""bar"", ""geoshape""]"
85,What nation has been reporting trafficking incidents from long ago?,find extremum,True,False,True,3,focused,"[""line""]"
86,Where do we find the most cases of trafficking with low confidence assessments?,find extremum,False,False,True,2,focused,"[""bar"", ""geoshape""]"
87,Identify the crime type with the least reported incidents.,find extremum,False,False,True,0,focused,"[""bar""]"
88,How much is it that regions differ in human trafficking incidents?,find extremum,True,False,False,2,,[]
89,Can I see the top 3 countries where the most trafficking victims have been rescued?,find extremum,False,False,False,2,,[]
90,Highlight the main nationalities of perpetrators in high-confidence reported traffickng cases.,find extremum,False,True,True,3,focused,"[""bar""]"
91,"Trending crimes over the last 5 years, which is the most prevalent one?",find extremum,False,False,True,3,focused,"[""line"", ""bar""]"
92,What are the biggest countries of origin for trafficking victims recently?,find extremum,True,False,True,3,informative,"[""bar"", ""geoshape""]"
93,Name of top three countries with most incidents reportd in the last quarter?,find extremum,False,True,True,3,focused,"[""bar""]"
94,Which country has seen the biggest drop in reported incidents over the past three years?,find extremum,False,False,True,3,focused,"[""line""]"
95,Show the least common types of crime identified in trafficking reports?,find extremum,False,False,True,0,focused,"[""bar""]"
96,Highlight the top five regions with an increase in trafficking crimes.,find extremum,False,False,True,3,informative,"[""line"", ""bar"", ""geoshape""]"
97,Display top nationalties of vitcims last year?,find extremum,False,True,True,2,focused,"[""bar""]"
98,Countries with the highest number of people trafficked across regions?,find extremum,False,False,True,4,informative,"[""rect"", ""geoshape""]"
99,Rank the countries by frequency of trafficking incidents this year.,sort,False,False,True,2,focused,"[""bar"", ""point""]"
100,List the regions in order of reported cases of forced labor.,sort,False,False,True,1,focused,"[""bar"", ""point""]"
101,Can you display in what order the summer vacation sezons affect human trafficking case counts?,sort,False,True,False,3,,[]
102,Which countries have reported the largest number of victims rescently?,sort,False,True,True,3,informative,"[""bar"", ""point""]"
103,"Sort the victim nationalities by the number of incidents they're involved in, please.",sort,False,False,True,1,focused,"[""bar"", ""point""]"
104,Show the order of crime types from the most common to the least common.,sort,False,False,True,0,focused,"[""bar"", ""point""]"
105,Could you rank countries where human trafficking incidents have a high level of confidence?,sort,True,False,True,2,focused,"[""bar"", ""rect""]"
106,Which perpetrators come from nationals who were also oftn victims?,sort,True,True,True,4,focused,"[""bar"", ""rect""]"
107,Order regions by the amount of traffic incidents.,sort,False,True,True,1,focused,"[""bar"", ""point""]"
108,Rank how many traficking cases reported over the last decade.,sort,True,True,True,2,informative,"[""line"", ""area""]"
109,Display the rank of victim nationalities in descending order of frequency.,sort,False,False,True,1,focused,"[""bar"", ""point""]"
110,What order do the perpetrator nationalities appear based on the number of linked reports?,sort,False,False,True,1,focused,"[""bar"", ""point""]"
111,Sort the human trafficking incident by location with top cases.,sort,False,True,True,1,focused,"[""bar"", ""point""]"
112,From where do most trafficking cases originate in recent times?,sort,True,False,True,2,informative,"[""bar"", ""point"", ""line""]"
113,How can we see which regions report the least crime?,sort,False,False,True,1,focused,"[""bar""]"
114,Display the top countries regarding human trafficking cases on a map.,sort,False,False,True,1,focused,"[""geoshape""]"
115,Show the sorting of crimes by their count.,sort,False,False,True,0,focused,"[""bar"", ""point""]"
116,Organize the top crime types this month.,sort,False,True,True,2,focused,"[""bar"", ""line""]"
117,Tell which countries are lately reporting more incidents.,sort,True,False,True,2,informative,"[""bar"", ""line"", ""point""]"
118,What is the order of countries by the number of trafficking cases?,sort,False,False,True,1,focused,"[""bar"", ""point""]"
119,Rank the nations based on the sorted order of abuse type cases reported.,sort,False,False,True,2,focused,"[""bar"", ""point""]"
120,Can you display the ordering of Southeast Asian countries by high profile crimes?,sort,True,False,True,3,focused,"[""bar"", ""point""]"
121,"List the frequency of trafficking incidents sorted by months, highlighting the trend.",sort,False,False,True,2,informative,"[""line"", ""area""]"
122,Who are the top five countries with the most reported cases of sex trafficking?,sort,False,False,True,1,focused,"[""bar"", ""point""]"
123,Display by rank the countries with high incidnts of child trafficking.,sort,False,True,True,2,focused,"[""bar"", ""point""]"
124,Show the range of victim counts reported across different incident dates.,determine range,False,False,True,2,informative,"[""line"", ""area""]"
125,What's the range of incidents by country over the past year?,determine range,True,False,True,3,informative,"[""bar"", ""geoshape""]"
126,Can I see the distribution of different crime types across regions?,determine range,True,False,True,2,informative,"[""bar"", ""rect""]"
127,Display the range of dates when crimes were reported last year.,determine range,False,False,True,2,focused,"[""bar"", ""line""]"
128,Whatt is the range of incident dates for trafficking cases?,determine range,False,True,True,1,focused,"[""line"", ""area""]"
129,Show me a strech of locations where incidents have been reported.,determine range,True,False,True,2,informative,"[""geoshape""]"
130,How wide is the range of victim nationalities involved in trafficking?,determine range,False,False,True,2,focused,"[""bar""]"
131,Range of perpetrator nationalities by type of crim?,determine range,False,True,True,2,informative,"[""bar"", ""point""]"
132,Can you show the interval of the number of victims per incident?,determine range,False,False,True,1,focused,"[""bar""]"
133,Demonstrate the scattering of locations within each crime category.,determine range,True,False,True,3,informative,"[""geoshape"", ""rect""]"
134,What's the scope of incident reports from each region in Asia?,determine range,True,False,True,3,informative,"[""bar"", ""geoshape""]"
135,Show how the nubmer of victims varies by the type of crime committed.,determine range,False,True,True,2,focused,"[""bar""]"
136,What is the highest and lowest number of victims this year?,determine range,False,False,False,1,,[]
137,Which countries do the victims come from?,determine range,False,False,False,1,,[]
138,Please indicate where the perpetrators are frm.,determine range,False,True,True,3,informative,"[""geoshape"", ""bar""]"
139,Could you provide a visual range of victim counts from Eastern Europe?,determine range,True,False,True,2,focused,"[""bar"", ""point""]"
140,Graph of incident reporting dates in Africa.,determine range,False,False,True,1,focused,"[""bar"", ""line""]"
141,Can you indicate the rane of dates where incidents were reported in 2023?,determine range,False,True,True,2,focused,"[""line"", ""area""]"
142,Show how many different countries have reported incidents?,determine range,False,False,True,1,focused,"[""bar""]"
143,Visualize the extent of victim counts based on the type of crime across all regions.,determine range,False,False,True,4,informative,"[""rect"", ""bar""]"
144,What is the breadth of dates for trafficking incidents?,determine range,False,False,True,1,focused,"[""line""]"
145,Can you display the range of reported cases per country?,determine range,False,False,True,2,informative,"[""bar"", ""geoshape""]"
146,Please show the distribution range of victim counts.,determine range,True,False,True,2,focused,"[""bar""]"
147,Demonstrate the extension of countries linked to trafficking.,determine range,True,False,True,3,informative,"[""geoshape""]"
148,Could I see the numbers on how many places report traficking incidents?,determine range,False,True,True,1,focused,"[""bar""]"
149,Show the distribution of crime types across different countries.,characterise distribution,False,False,True,2,informative,"[""bar"", ""geoshape""]"
150,What kins of crimes have been reported the most?,characterise distribution,False,True,True,0,focused,"[""bar""]"
151,Can I see how the incidents are distributed over time?,characterise distribution,False,False,True,0,focused,"[""line"", ""area""]"
152,Distribution of cases by continent?,characterise distribution,True,False,False,1,,[]
153,Please show a distribution of victim nationalities in forced labour cases.,characterise distribution,False,False,True,1,focused,"[""bar""]"
154,Distribution of different crime types involving Vietnamese victims?,characterise distribution,False,False,True,2,focused,"[""bar""]"
155,How are incidents of human trafficking spread over diffrent regions?,characterise distribution,False,True,True,1,informative,"[""geoshape""]"
156,Could you show me the distrubution of human trafficking cases by perpetrator nationality?,characterise distribution,False,True,True,1,focused,"[""bar""]"
157,I need a chart showing the amount of human trafficking incidents by type.,characterise distribution,True,False,True,0,focused,"[""bar""]"
158,Where are the highest counts of trafficking cases reported?,characterise distribution,False,False,True,1,informative,"[""bar"", ""geoshape""]"
159,Give an analysis of the spread of incidents logged in the database by the location countries.,characterise distribution,True,False,True,1,informative,"[""geoshape""]"
160,Trafficking incidents distribution by victims' home countries.,characterise distribution,False,False,True,1,focused,"[""bar""]"
161,Show a pie chart of cases split by the confidense levels.,characterise distribution,True,True,True,0,focused,"[""arc""]"
162,Can you give me a distribution of case types reported recently?,characterise distribution,True,False,False,1,,[]
163,Visualise the distribution of different types of trafficking cases over the past years.,characterise distribution,False,False,True,3,focused,"[""line"", ""area""]"
164,Plot the number of victims in trafficking cases over the reported dates.,characterise distribution,False,False,True,2,focused,"[""line"", ""area""]"
165,How do the numbers of different crime types vary by region?,characterise distribution,False,False,True,2,informative,"[""bar""]"
166,Create a chart showing variations in crime types in various regions.,characterise distribution,True,False,True,2,informative,"[""bar""]"
167,Represent the distribution of case reports per location on a map.,characterise distribution,False,False,True,1,focused,"[""geoshape""]"
168,Can I get a distibution of victim count by crime type?,characterise distribution,False,True,True,2,focused,"[""bar"", ""rect""]"
169,Which regions have a high number of high-confidence trafficking reports?,characterise distribution,False,False,True,2,informative,"[""bar"", ""rect""]"
170,Frequency of incidents reported by different countries.,characterise distribution,True,False,True,1,focused,"[""bar""]"
171,Illustrate the distribution and spread of reported crime types for each victim nationality.,characterise distribution,False,False,True,3,focused,"[""bar""]"
172,What is the distrubution of incident dates for sex-trafficking?,characterise distribution,False,True,True,1,focused,"[""line""]"
173,Show the number of cases and their distribution by the nationality of the perpetrator across various regions.,characterise distribution,False,False,True,4,informative,"[""bar"", ""rect"", ""point""]"
174,What countries have surprisingly high numbers of victims from distinct nationalities?,find anomalies,False,False,True,2,focused,"[""bar"", ""rect""]"
175,Can you show regions where the pattern of crime types is unusual compared to others?,find anomalies,False,False,True,3,informative,"[""bar"", ""rect""]"
176,Highlight the perpetrators nationalities that centrainly do not match the majority victim's nationality in their cases.,find anomalies,False,True,True,3,focused,"[""point"", ""bar""]"
177,Show any unusual spikes in incident rates over time.,find anomalies,False,True,True,2,focused,"[""line""]"
178,What are the cases where victim count from a particular nationality is unexpectedly high or low?,find anomalies,False,False,True,3,focused,"[""bar""]"
179,Do any countries show a peculiar distribution of trafficking types?,find anomalies,False,False,True,2,informative,"[""bar"", ""rect""]"
180,Plot any odd trends in reporting rates of crime types recently.,find anomalies,True,False,True,3,focused,"[""line"", ""area""]"
181,Identify outliers in victim counts by crime type throught the regions.,find anomalies,False,True,True,2,informative,"[""bar"", ""rect"", ""point""]"
182,What are the exceptions in cases per perpetrator nationality across different crimes?,find anomalies,True,False,True,4,informative,"[""bar"", ""rect""]"
183,Map the unique patterns of crime types across countries.,find anomalies,False,False,True,2,informative,"[""geoshape"", ""rect""]"
184,Where can we notice unexpectedly high confidence level reports?,find anomalies,False,False,True,2,focused,"[""bar"", ""geoshape""]"
185,Illustrate anomaly in rmsual victim counts for each region.,find anomalies,False,True,True,2,focused,"[""bar""]"
186,What incident dates show atypical rates of reporting?,find anomalies,False,False,True,3,focused,"[""line"", ""area""]"
187,Display incidence rates for countries that don't follow the usual patterns.,find anomalies,False,False,True,4,informative,"[""bar"", ""line"", ""area""]"
188,Does the pattern of trafficked victim count per country deviate from norm in any recent year?,find anomalies,True,False,True,4,informative,"[""line"", ""area""]"
189,Examine areas with unexpected rise in crime types occurring on specific dates.,find anomalies,False,False,True,5,informative,"[""line"", ""area""]"
190,Show incidents where the number of victims was significantly higher than the norm for thirties specific regions.,find anomalies,True,True,True,3,focused,"[""bar""]"
191,Flag up any outlier victim counts across differint countries.,find anomalies,False,True,True,2,informative,"[""bar"", ""point""]"
192,Are there atypical distributions of crime types during particular years?,find anomalies,False,False,True,3,focused,"[""bar"", ""rect""]"
193,Identify any countries with unusually high or low crimes for a large number of victims.,find anomalies,True,False,True,4,focused,"[""bar""]"
194,How do the ages of the victims correlate with the type of crime?,find anomalies,False,False,False,2,,[]
195,What patterns of behavior can be inferred from the financial transactions of perpetrators?,find anomalies,False,False,False,3,,[]
196,Identify any unusual summary mentions of locations correlated with high confidence incidents.,find anomalies,False,False,True,4,focused,"[""bar"", ""rect""]"
197,What are the detected anomalies in terms of crime reporting over time in high-profile locations?,find anomalies,True,False,True,5,informative,"[""line"", ""area""]"
198,Show clusters of trafficking incidents by country and crime type.,cluster,False,False,True,2,informative,"[""geoshape"", ""bar"", ""rect""]"
199,Can you display clusters of inctdents based on perpetrator and victim nationality?,cluster,False,True,True,2,informative,"[""point"", ""rect""]"
200,Visualize the clustering of trafficking types in various regions recently.,cluster,True,False,True,3,informative,"[""geoshape"", ""bar""]"
201,Where are the similar patterns of human trafficking in terms of victim counts?,cluster,False,False,True,2,focused,"[""rect""]"
202,Make a chart grouping reports by similar confidence levels across different crime types.,cluster,False,False,True,2,focused,"[""rect"", ""bar""]"
203,Can you show me clusters based on the total number of victims per incident?,cluster,False,False,True,1,focused,"[""point""]"
204,How do the clusters of crimes compare for different countries in terms of victim nationality?,cluster,False,False,True,3,informative,"[""rect"", ""geoshape""]"
205,Present a cluster analysis of trafficking cases by area and type for the last few years.,cluster,True,False,True,3,informative,"[""bar"", ""line"", ""rect""]"
206,Find clusters of trafficking incidents by victim count fr different regions.,cluster,False,True,True,2,informative,"[""rect"", ""geoshape""]"
207,Are there common patterns in trafficking involving countries from the same continent?,cluster,False,False,True,1,focused,"[""rect"", ""bar""]"
208,Map of clusters showing crime types having the most victims across multiple countries.,cluster,True,False,True,2,informative,"[""geoshape"", ""bar""]"
209,Provide heatmap clustering of the top regions and crime types based on victim count.,cluster,False,False,True,2,focused,"[""rect""]"
210,Cluster information on human trafficking recent cases in diverse places.,cluster,True,False,True,2,focused,"[""rect""]"
211,Identify clusters of trafficking by victim counts and country.,cluster,False,False,True,1,focused,"[""point""]"
212,Display a case cluster analysis for human trafficking by the level of confidence and location.,cluster,False,False,True,3,informative,"[""rect"", ""bar"", ""geoshape""]"
213,How many victims's clusters are found in trafficking incidents categorized by crime type?,cluster,True,False,True,2,focused,"[""rect""]"
214,1 Traffficking clustering by regions with high victim counts?,cluster,False,True,True,1,focused,"[""rect""]"
215,Cluster representation of crimes involving victims from multiple nationalities.,cluster,False,False,True,1,focused,"[""point""]"
216,Which regions have clustering of crimes with high victim numbers?,cluster,False,False,True,1,focused,"[""rect""]"
217,Cluster analysis for different trafficking types based on victim nationality and region.,cluster,False,False,True,3,informative,"[""rect"", ""geoshape""]"
218,Show similar patterns of crimes based on victim count in each country.,cluster,False,False,True,2,informative,"[""rect"", ""bar""]"
219,Which nationalities constitute major clusters in labor trafficking areas?,cluster,False,False,True,2,focused,"[""bar""]"
220,Provide a clustering analysis for human trafficking incidents based on regions where stretching over several countries.,cluster,True,False,True,4,informative,"[""geoshape"", ""rect""]"
221,How can you compare te different types of clustering on human trafficking reports?,cluster,False,True,False,2,,[]
222,Can regional clusters be mapped for trafficked victims' nationalities?,cluster,False,False,True,4,informative,"[""geoshape"", ""bar""]"
223,Can we see any correlation between the perpetrator nationalities and the types of crimes committed?,correlate,False,False,True,2,informative,"[""rect"", ""point""]"
224,Are there any links between victim counts and the countries they originate from?,correlate,False,False,True,2,informative,"[""point"", ""bar""]"
225,Do incidents from recent years show a pattern between location and crime type?,correlate,True,False,True,3,informative,"[""rect"", ""point""]"
226,Dos the country of the perpetrator correlate with victim nationality in human trafficking events?,correlate,False,True,True,2,informative,"[""point"", ""bar""]"
227,is thre a conection betweeen crime type and the number of victims reported?,correlate,False,True,True,2,informative,"[""bar"", ""point"", ""rect""]"
228,What correlation exists between the reported incidents' dates and the crime categories?,correlate,False,False,True,2,informative,"[""bar"", ""point""]"
229,Can we see a trend in crime type based on regions over the past few years?,correlate,True,False,True,3,informative,"[""rect"", ""bar""]"
230,How does the nationality of perpetrators relate to the locations where crimes are reported?,correlate,False,False,True,2,informative,"[""rect"", ""point""]"
231,Is there a connection between high victim numbers and specific crime types?,correlate,True,False,True,2,informative,"[""bar"", ""point""]"
232,Does the month and year of incident report correlate with crime types?,correlate,False,False,True,2,informative,"[""rect""]"
233,Whch areas are commonly linked to specific perpetrator nationalities?,correlate,False,True,True,2,informative,"[""geoshape"", ""bar""]"
234,Investigate the correlation between the victim counts and the regions where incidents occurred.,correlate,False,False,True,2,informative,"[""bar"", ""point""]"
235,Does crime type correlate with specific victim nationalities?,correlate,False,False,True,3,informative,"[""bar"", ""point""]"
236,Show the correlation between location regions and types of crimes reported in recent times.,correlate,True,False,True,3,informative,"[""rect"", ""point""]"
237,Are there more incidents involving foreign victims correlated with certain crime types?,correlate,True,False,True,2,informative,"[""bar""]"
238,Which date and location show the most human trafficking cases?,correlate,False,False,False,2,,[]
239,Do reports of trafficking incidents correlate to specific law enforcement practices in various regions?,correlate,False,False,False,3,,[]
240,Does the size of victim groups link to particular kinds of crimes?,correlate,False,False,True,2,informative,"[""bar"", ""rect""]"
241,Correlate the types of crimes to the confidence levels in reports.,correlate,False,False,True,2,informative,"[""rect"", ""bar""]"
242,Does the region of the incident correlate with the average number of victims per crime type?,correlate,False,False,True,3,informative,"[""rect"", ""bar""]"
243,Is there a link bwtween crime types and confidence levels?,correlate,False,True,True,1,informative,"[""bar""]"
244,Are there significant correlations between victim and perpetrator nationalities across different types of trafficking?,correlate,False,False,True,3,informative,"[""rect"", ""point""]"
245,Identify the relationships between crime type frequencies and the regions they happen.,correlate,False,False,True,2,informative,"[""rect"", ""point""]"
246,What is the correlation between incident dates and perpetrator nationalities?,correlate,False,False,True,2,informative,"[""point"", ""line""]"
247,Can you show if there's a pattern of relationship between the crime categories and victim numbers over time?,correlate,True,False,True,3,informative,"[""rect"", ""line""]"
